epoch,loss,lr,val_loss
0,5.29427320486,0.0020000000949949026,3.4798937746
1,2.67116615754,0.0020000000949949026,3.27950864374
2,2.4808323478,0.0020000000949949026,4.20942987771
3,2.37947967863,0.0020000000949949026,3.93923435092
4,2.30783592149,0.0020000000949949026,3.28635242823
5,2.23080376345,0.0020000000949949026,3.62872517481
6,2.10581711672,0.0004000000189989805,3.45409610217
7,2.08336264576,0.0004000000189989805,3.24977193206
8,2.07998881028,0.0004000000189989805,3.22576153452
9,2.05324298911,0.0004000000189989805,3.19490591255
10,2.03708104713,0.0004000000189989805,3.43941013134
11,2.0382598545,0.0004000000189989805,3.38704618843
12,2.01101636772,0.0004000000189989805,3.4089396451
13,2.00002052944,0.0004000000189989805,3.32281851025
14,1.96595435414,8.000000525498763e-05,3.36287038093
15,1.95590649328,8.000000525498763e-05,3.35859947443
16,1.95608208935,8.000000525498763e-05,3.32676999534
17,1.94524246833,1.9999999494757503e-05,3.37541538465
18,1.96154315339,1.9999999494757503e-05,3.372998766
19,1.94780605774,1.9999999494757503e-05,3.34296089299
20,1.94284150304,1.9999999494757503e-05,3.33985236677
21,1.95257047018,1.9999999494757503e-05,3.35559413735
22,1.94683605441,1.9999999494757503e-05,3.34961602098
23,1.94251152153,1.9999999494757503e-05,3.36213693103
24,1.94246282255,1.9999999494757503e-05,3.37404257741
25,1.9471210474,1.9999999494757503e-05,3.35422130137
26,1.94188845927,1.9999999494757503e-05,3.36717337333
27,1.94377731411,1.9999999494757503e-05,3.36401362925
28,1.93718009119,1.9999999494757503e-05,3.36571418124
29,1.94324342637,1.9999999494757503e-05,3.36026833707
30,1.94172730346,1.9999999494757503e-05,3.36648834173
31,1.93770547694,1.9999999494757503e-05,3.36241487158
32,1.93989829118,1.9999999494757503e-05,3.36112268848
33,1.94355252762,1.9999999494757503e-05,3.33468252309
34,1.93244531742,1.9999999494757503e-05,3.32344205563
35,1.93717572157,1.9999999494757503e-05,3.34406219054
36,1.94611195638,1.9999999494757503e-05,3.34729889277
37,1.93147340684,1.9999999494757503e-05,3.36720332782
38,1.91948536962,1.9999999494757503e-05,3.36418248115
39,1.94261199212,1.9999999494757503e-05,3.33663897504
40,1.93971793248,1.9999999494757503e-05,3.3604851691
41,1.92984031322,1.9999999494757503e-05,3.36514960604
42,1.93489003419,1.9999999494757503e-05,3.34944455688
43,1.93614050291,1.9999999494757503e-05,3.40392078729
44,1.92630551199,1.9999999494757503e-05,3.38449397652
45,1.93759481307,1.9999999494757503e-05,3.35411899947
46,1.92113424606,1.9999999494757503e-05,3.35957773609
47,1.92909710041,1.9999999494757503e-05,3.371003259
48,1.91924412728,1.9999999494757503e-05,3.3575913227
49,1.93134867084,1.9999999494757503e-05,3.37823900314
50,1.91758311976,1.9999999494757503e-05,3.3683262139
51,1.92360306207,1.9999999494757503e-05,3.36213889191
52,1.92621600903,1.9999999494757503e-05,3.3482493125
53,1.92478538289,1.9999999494757503e-05,3.38819082363
54,1.91116253533,1.9999999494757503e-05,3.36539720845
55,1.91999290661,1.9999999494757503e-05,3.35074613892
56,1.91539166945,1.9999999494757503e-05,3.37594919542
57,1.91509052385,1.9999999494757503e-05,3.37743799701
58,1.93291364563,1.9999999494757503e-05,3.40510985361
59,1.91732455531,1.9999999494757503e-05,3.38835939003
60,1.9200363648,1.9999999494757503e-05,3.36553219004
61,1.91747818439,1.9999999494757503e-05,3.33038575238
62,1.91353979306,1.9999999494757503e-05,3.35049045111
63,1.91682620166,1.9999999494757503e-05,3.34686372186
64,1.92404563406,1.9999999494757503e-05,3.3853970149
65,1.92702291884,1.9999999494757503e-05,3.37288068783
66,1.92036355504,1.9999999494757503e-05,3.37515100075
67,1.91038639791,1.9999999494757503e-05,3.38441517546
68,1.90986490809,1.9999999494757503e-05,3.38059485925
69,1.90949541788,1.9999999494757503e-05,3.37764608934
70,1.90525488987,1.9999999494757503e-05,3.38360487646
71,1.90664492927,1.9999999494757503e-05,3.39553931647
72,1.90736486056,1.9999999494757503e-05,3.36739578763
73,1.91406088581,1.9999999494757503e-05,3.38410763037
74,1.91558307004,1.9999999494757503e-05,3.37869690659
75,1.89887165759,1.9999999494757503e-05,3.3744239133
76,1.90338649099,1.9999999494757503e-05,3.40671020635
77,1.9025652677,1.9999999494757503e-05,3.36578425548
78,1.90799620295,1.9999999494757503e-05,3.3936184211
79,1.91155339566,1.9999999494757503e-05,3.38632663818
80,1.90000994619,1.9999999494757503e-05,3.37727708479
81,1.90480952649,1.9999999494757503e-05,3.38737649779
82,1.89863822725,1.9999999494757503e-05,3.3704641366
83,1.90213621813,1.9999999494757503e-05,3.37586557047
84,1.90250365955,1.9999999494757503e-05,3.41749964434
85,1.90340195268,1.9999999494757503e-05,3.37378133409
86,1.90180968263,1.9999999494757503e-05,3.36879880314
87,1.90098255183,1.9999999494757503e-05,3.35838377253
88,1.8992727627,1.9999999494757503e-05,3.38955519254
89,1.89178251592,1.9999999494757503e-05,3.38962246821
90,1.89768127171,1.9999999494757503e-05,3.3668987984
91,1.9048900667,1.9999999494757503e-05,3.4078877225
92,1.91056250006,1.9999999494757503e-05,3.37270612974
93,1.89397022757,1.9999999494757503e-05,3.4048874403
94,1.89810479363,1.9999999494757503e-05,3.38599952194
95,1.88496639172,1.9999999494757503e-05,3.38130959354
96,1.9060621106,1.9999999494757503e-05,3.41858847573
97,1.89953977287,1.9999999494757503e-05,3.38012514689
98,1.90519379646,1.9999999494757503e-05,3.37210802229
99,1.87797215524,1.9999999494757503e-05,3.39286461888
100,1.89764414997,1.9999999494757503e-05,3.41023895597
101,1.88676629507,1.9999999494757503e-05,3.38471669715
102,1.88595996148,1.9999999494757503e-05,3.39587863716
103,1.8831486087,1.9999999494757503e-05,3.39962437941
104,1.89292119222,1.9999999494757503e-05,3.37143953327
105,1.89212075501,1.9999999494757503e-05,3.40423975467
106,1.87644791141,1.9999999494757503e-05,3.38631373185
107,1.88642414156,1.9999999494757503e-05,3.3964885327
108,1.87907237768,1.9999999494757503e-05,3.39656771939
109,1.89000493968,1.9999999494757503e-05,3.3748008962
110,1.88228799642,1.9999999494757503e-05,3.38156027804
111,1.89188301413,1.9999999494757503e-05,3.40891962289
112,1.88839208341,1.9999999494757503e-05,3.36762153086
113,1.888132361,1.9999999494757503e-05,3.38587689251
114,1.89139732623,1.9999999494757503e-05,3.37062069383
115,1.87723702616,1.9999999494757503e-05,3.38171149886
116,1.88653701615,1.9999999494757503e-05,3.35577204421
117,1.87894600432,1.9999999494757503e-05,3.36179470867
118,1.87638282295,1.9999999494757503e-05,3.38078535322
119,1.87848506474,1.9999999494757503e-05,3.39813934592
120,1.88297582755,1.9999999494757503e-05,3.40361392325
121,1.87378734771,1.9999999494757503e-05,3.37966262972
122,1.8813970515,1.9999999494757503e-05,3.44350373076
123,1.87572028322,1.9999999494757503e-05,3.40007880026
124,1.87678025205,1.9999999494757503e-05,3.41097739234
125,1.88057069076,1.9999999494757503e-05,3.42022345021
126,1.88889448439,1.9999999494757503e-05,3.40283891813
127,1.86972227178,1.9999999494757503e-05,3.39187157625
128,1.86433446138,1.9999999494757503e-05,3.40574546564
129,1.87493759301,1.9999999494757503e-05,3.39831650232
130,1.86785165163,1.9999999494757503e-05,3.40105180086
131,1.86629254826,1.9999999494757503e-05,3.38003825348
132,1.88003238003,1.9999999494757503e-05,3.39516786329
133,1.87432510297,1.9999999494757503e-05,3.37805505899
134,1.86773649587,1.9999999494757503e-05,3.39378804625
135,1.87547767527,1.9999999494757503e-05,3.39582013886
136,1.87571813331,1.9999999494757503e-05,3.35652166493
137,1.86614721603,1.9999999494757503e-05,3.38591401939
138,1.8744854475,1.9999999494757503e-05,3.37348880094
139,1.87095978462,1.9999999494757503e-05,3.38985575262
140,1.87252514024,1.9999999494757503e-05,3.40716573354
141,1.86258733491,1.9999999494757503e-05,3.41516846778
142,1.86964073842,1.9999999494757503e-05,3.38701671969
143,1.86818615496,1.9999999494757503e-05,3.4017918323
144,1.87007253445,1.9999999494757503e-05,3.38151519561
